year,month,salary_min_aud,salary_max_aud,salary_median_aud,number_of_openings,demand_index,remote_availability,salary_range_aud,salary_variability,salary_bracket,salary_log_median,quarter,month_name,is_high_demand,openings_level,experience_numeric,remote_flag,metro_city,cost_region,city_salary_adjusted_index,job_market_pressure,competitiveness_score,seasonal_hiring_score,job_title_encoded,industry_encoded,city_encoded,region_encoded,education_requirement_encoded,job_type_encoded,skills_required_encoded,hiring_trend_encoded,season_encoded
2025,2,44299,79931,62115,10,42,No,35632,0.5736456572394165,Low,11.03675888368908,1,Feb,0,Medium,1,0,0,Low,55903.5,0.2325581395348837,29.73488372093023,1,11,10,11,3,1,2,13,1,2
2025,12,39129,69905,54517,54,95,Yes,30776,0.5645211585273489,Low,10.906286201351834,4,Dec,1,High,1,1,0,Low,49065.3,0.5625,68.875,1,8,4,7,5,2,0,2,2,2
2025,1,44605,103723,74164,17,49,No,59118,0.7971252898873157,Medium,11.214047619757713,1,Jan,0,Medium,2,0,0,Low,66747.6,0.34,38.72,1,0,5,13,3,3,0,4,1,2
2025,7,82755,135741,109248,58,93,Yes,52986,0.4850065905052266,Medium,11.601384959597867,3,Jul,1,High,2,1,0,Low,98323.2,0.6170212765957447,72.56595744680851,3,4,8,4,2,1,1,9,2,3
2025,10,45990,97198,71594,30,68,Yes,51208,0.715255468325345,Medium,11.178780518108104,4,Oct,1,High,1,1,1,Low,64434.6,0.4347826086956521,52.93043478260869,4,8,4,0,4,3,2,2,2,1
2025,12,46761,100475,73618,20,80,Yes,53714,0.7296313401514626,Medium,11.20665842357534,4,Dec,1,Medium,2,1,1,High,92022.5,0.2469135802469135,65.50617283950618,1,3,11,12,1,0,0,3,2,2
2025,5,57812,110124,83968,30,78,Yes,52312,0.6229992377974586,Medium,11.338202962091572,2,May,1,High,2,1,0,Low,75571.2,0.379746835443038,64.04050632911392,2,1,0,13,3,3,1,12,2,0
2025,5,68244,122844,95544,41,79,Yes,54600,0.5714644561608111,Medium,11.467352619675472,2,May,1,High,2,1,0,Low,85989.6,0.5125,64.375,2,14,2,5,6,2,1,5,2,0
2025,10,54258,88824,71541,23,44,No,34566,0.4831635006432233,Medium,11.178039968810271,4,Oct,0,High,2,0,0,Low,64386.9,0.5111111111111111,35.37777777777778,4,13,3,11,3,2,1,14,1,1
2025,11,43999,90791,67395,41,77,No,46792,0.6942948289829469,Low,11.118340947958275,4,Nov,1,High,1,0,1,Low,60655.5,0.5256410256410257,50.148717948717945,4,8,4,0,4,0,1,2,2,1
2025,7,77915,134555,106235,31,79,Yes,56640,0.5331576222475347,Medium,11.57341831339905,3,Jul,1,High,2,1,1,High,132793.75,0.3875,64.625,3,9,7,12,1,3,0,7,2,3
2025,11,49181,104565,76873,30,77,No,55384,0.7204610201147288,Medium,11.249922996894131,4,Nov,1,High,2,0,1,Low,69185.7,0.3846153846153846,55.43076923076923,4,0,5,0,4,0,0,4,2,1
2025,8,49374,88546,68960,47,95,Yes,39172,0.5680394431472152,Low,11.141296406392524,3,Aug,1,High,1,1,0,Low,62064.0,0.4895833333333333,69.02083333333333,3,6,6,4,2,0,2,6,2,3
2025,1,80203,129763,104983,30,62,Yes,49560,0.4720764314177336,Medium,11.561563236576122,1,Jan,1,High,2,1,1,Medium,115481.3,0.4761904761904761,54.24761904761905,1,1,0,3,0,0,1,12,2,2
2025,2,58588,75508,67048,30,61,No,16920,0.2523565206978231,Low,11.113178974355504,1,Feb,1,High,1,0,1,Low,60343.2,0.4838709677419355,40.63225806451613,1,6,6,0,4,0,2,6,2,2
2025,6,67803,126071,96937,16,71,Yes,58268,0.6010914305105266,Medium,11.481826877868198,2,Jun,1,Medium,2,1,0,Low,87243.3,0.2222222222222222,60.15555555555556,3,14,2,7,5,3,0,5,2,3
2025,9,75095,95725,85410,26,91,Yes,20630,0.2415408031818108,Medium,11.355230177102538,3,Sep,1,High,1,1,1,Medium,93951.0,0.2826086956521739,67.03478260869565,4,12,8,3,0,3,0,8,2,1
2025,8,43502,66564,55033,24,56,Yes,23062,0.419057656307687,Low,10.91570645503712,3,Aug,0,High,1,1,0,Low,49529.7,0.4210526315789473,45.7578947368421,3,9,7,9,1,0,2,7,1,3
2025,3,49369,75389,62379,41,78,Yes,26020,0.4171275589474482,Low,11.040999990161794,1,Mar,1,High,1,1,0,Low,56141.1,0.5189873417721519,58.76202531645569,2,7,9,7,5,3,0,11,2,0
2025,7,60378,77208,68793,15,55,No,16830,0.2446469844279993,Low,11.138871810816156,3,Jul,0,Medium,1,0,0,Low,61913.7,0.2678571428571428,37.46428571428572,3,12,8,5,6,0,2,8,1,3
2025,2,36721,77217,56969,20,63,Yes,40496,0.7108427390210318,Low,10.950280092474442,1,Feb,1,Medium,1,1,0,Low,51272.1,0.3125,50.175,1,7,9,6,3,1,2,11,2,2
2025,6,81509,120103,100806,27,66,Yes,38594,0.3828541951829965,Medium,11.520963076652697,2,Jun,1,High,1,1,1,Medium,110886.6,0.4029850746268656,51.79402985074627,3,4,8,10,7,0,2,9,2,3
2025,9,50013,74041,62027,45,83,Yes,24028,0.3873796894838154,Low,11.03534117498404,3,Sep,1,High,1,1,1,Low,55824.3,0.5357142857142857,61.72857142857143,4,11,10,0,4,0,0,13,2,1
2025,1,43626,69616,56621,26,77,No,25990,0.4590169724932619,Low,10.944152881249387,1,Jan,1,High,1,0,0,Low,50958.9,0.3333333333333333,50.53333333333333,1,0,5,14,1,0,2,4,2,2
2025,3,75040,146468,110754,17,78,Yes,71428,0.6449247882636752,Medium,11.615075833615162,1,Mar,1,Medium,2,1,1,Medium,121829.4,0.2151898734177215,64.36962025316456,2,6,6,3,0,0,2,6,2,0
2025,7,51552,82006,66779,36,92,Yes,30454,0.4560415699477974,Low,11.109158913497645,3,Jul,1,High,1,1,0,Low,60101.1,0.3870967741935484,67.42580645161289,3,13,3,4,2,3,1,14,2,3
2025,5,42112,88146,65129,22,78,No,46034,0.7068126333782675,Low,11.084140551540449,2,May,1,High,1,0,0,Low,58616.1,0.2784810126582278,51.24303797468354,2,14,2,13,3,0,0,5,2,0
2025,4,43102,66074,54588,32,95,No,22972,0.4208250897556088,Low,10.90758767623469,2,Apr,1,High,1,0,0,Low,49129.2,0.3333333333333333,61.333333333333336,2,13,3,11,3,2,2,14,2,0
2025,3,69306,90856,80081,37,77,No,21550,0.2691025336812839,Medium,11.290806388702206,1,Mar,1,High,2,0,0,Low,72072.90000000001,0.4743589743589743,55.25128205128205,2,13,3,14,1,0,1,14,2,0
2025,2,69926,109790,89858,37,86,Yes,39864,0.4436332880718063,Medium,11.40599705414024,1,Feb,1,High,2,1,1,Medium,98843.8,0.425287356321839,68.74942528735632,1,13,3,10,7,1,1,14,2,2
2025,2,72868,105482,89175,35,78,No,32614,0.3657303055748166,Medium,11.398367224069458,1,Feb,1,High,2,0,1,Low,80257.5,0.4430379746835443,55.91392405063291,1,6,6,0,4,0,1,6,2,2
2025,3,47372,70020,58696,18,87,Yes,22648,0.3858525282747401,Low,10.98014389718478,1,Mar,1,Medium,2,1,0,Low,52826.4,0.2045454545454545,69.79090909090908,2,3,11,4,2,0,2,3,2,0
2025,7,65345,127705,96525,17,62,No,62360,0.646050246043553,Medium,11.477567681089132,3,Jul,1,Medium,2,0,0,Low,86872.5,0.2698412698412698,46.66031746031746,3,14,2,7,5,0,0,5,2,3
2025,4,64026,89294,76660,3,47,No,25268,0.3296112705409652,Medium,11.24714838346204,2,Apr,0,Low,2,0,0,Low,68994.0,0.0625,38.075,2,13,3,11,3,2,2,14,1,0
2025,5,66714,114748,90731,40,63,Yes,48034,0.5294111163711476,Medium,11.41566538534627,2,May,1,High,2,1,0,Low,81657.90000000001,0.625,54.55,2,11,10,4,2,0,0,13,2,0
2025,11,39573,79305,59439,6,78,Yes,39732,0.6684500075595409,Low,10.99272267939164,4,Nov,1,Medium,3,1,0,Low,53495.1,0.0759493670886076,69.64810126582279,4,3,11,5,6,0,0,3,2,1
2025,9,62601,123955,93278,41,71,No,61354,0.6577542400066709,Medium,11.44335028111519,3,Sep,1,High,2,0,0,Low,83950.2,0.5694444444444444,51.46111111111112,4,14,2,9,1,0,0,5,2,1
2025,8,61782,122008,91895,8,71,Yes,60226,0.655378421016863,Medium,11.42841278182524,3,Aug,1,Medium,2,1,0,Low,82705.5,0.1111111111111111,60.37777777777778,3,8,4,2,3,0,0,2,2,3
2025,3,69323,122699,96011,34,69,No,53376,0.5559362989599532,Medium,11.472228462638125,1,Mar,1,High,2,0,0,Low,86409.90000000001,0.4857142857142857,50.42857142857143,2,2,1,2,3,0,1,1,2,0
2025,7,69116,98236,83676,23,64,No,29120,0.3480089870411109,Medium,11.33471942779567,3,Jul,1,High,1,0,1,High,104595.0,0.3538461538461538,42.69230769230769,3,8,4,12,1,0,2,2,2,3
2025,7,77374,108806,93090,19,44,No,31432,0.3376517348765963,Medium,11.441332788345242,3,Jul,0,Medium,2,0,0,Low,83781.0,0.4222222222222222,35.55555555555556,3,6,6,5,6,1,0,6,1,3
2025,10,46538,71540,59039,28,57,Yes,25002,0.4234827825602825,Low,10.985970459274354,4,Oct,0,High,1,1,0,Low,53135.1,0.4827586206896552,46.234482758620686,4,6,6,13,3,2,0,6,1,1
2025,1,66628,110568,88598,46,95,Yes,43940,0.4959479897910117,Medium,11.39187584984776,1,Jan,1,High,2,1,0,Low,79738.2,0.4791666666666667,74.04166666666667,1,11,10,14,1,1,1,13,2,2
2025,3,74286,121070,97678,7,82,Yes,46784,0.4789614856930019,Medium,11.489441871221944,1,Mar,1,Medium,2,1,0,Low,87910.2,0.0843373493975903,67.0313253012048,2,6,6,5,6,3,0,6,2,0
2025,7,73463,124005,98734,36,47,Yes,50542,0.5119006623806197,Medium,11.50019477249141,3,Jul,0,High,2,1,0,Low,88860.6,0.75,44.7,3,14,2,9,1,3,1,5,1,3
2025,4,50017,98433,74225,7,39,Yes,48416,0.6522869652993967,Medium,11.214869772090886,2,Apr,0,Medium,2,1,0,Low,66802.5,0.175,41.05,2,0,5,6,3,0,2,4,0,0
2025,2,72335,109345,90840,43,79,Yes,37010,0.4074196389210984,Medium,11.41686600452526,1,Feb,1,High,1,1,1,High,113550.0,0.5375,59.325,1,2,1,12,1,0,1,1,2,2
2025,3,90111,118065,104088,12,49,No,27954,0.268561217428824,Medium,11.55300158139256,1,Mar,0,Medium,1,0,0,Low,93679.2,0.24,33.92,2,10,8,9,1,0,2,10,1,0
2025,2,35000,57999,44359,32,77,Yes,22999,0.5184742667661923,Low,10.700093441464302,1,Feb,1,High,1,1,0,Low,39923.1,0.4102564102564102,58.37948717948718,1,3,11,14,1,0,0,3,2,2
2025,7,38009,84233,61121,25,70,No,46224,0.756270348967519,Low,11.02062714581812,3,Jul,1,High,1,0,0,Low,55008.9,0.352112676056338,46.29577464788733,3,8,4,11,3,0,2,2,2,3
2025,11,45178,85192,65185,32,62,No,40014,0.6138528802544473,Low,11.08500000093188,4,Nov,1,High,1,0,0,Low,58666.5,0.5079365079365079,41.184126984126976,4,14,2,13,3,0,1,5,2,1
2025,8,80037,118553,99295,23,56,No,38516,0.3878946573302997,Medium,11.505860567248106,3,Aug,0,High,1,0,0,Low,89365.5,0.4035087719298245,37.79298245614035,3,10,8,2,3,3,2,10,1,3
2025,1,45591,70255,57923,38,66,No,24664,0.4258066743707023,Low,10.966887085448493,1,Jan,1,High,1,0,0,Low,52130.7,0.5671641791044776,43.46567164179105,1,8,4,4,2,1,0,2,2,2
2025,12,64713,97811,81262,21,79,Yes,33098,0.407299844940965,Medium,11.30544608739335,4,Dec,1,High,2,1,1,High,101577.5,0.2625,64.875,1,3,11,12,1,0,0,3,2,2
2025,7,73987,122151,98069,22,85,Yes,48164,0.4911235966463294,Medium,11.493436788386363,3,Jul,1,High,2,1,0,Low,88262.1,0.2558139534883721,68.48837209302326,3,1,0,11,3,0,2,12,2,3
2025,11,56409,119721,88065,5,43,No,63312,0.7189235223900651,Medium,11.38584181235089,4,Nov,0,Low,2,0,0,Low,79258.5,0.1136363636363636,35.57272727272727,4,7,9,6,3,0,0,11,1,1
2025,10,37145,49993,43569,23,61,No,12848,0.294888567552735,Low,10.682124119111489,4,Oct,1,High,1,0,0,Low,39212.1,0.3709677419354839,40.85806451612903,4,3,11,4,2,0,1,3,2,1
2025,12,54903,97595,76249,22,61,Yes,42692,0.5599024249424924,Medium,11.241772694469658,4,Dec,1,High,2,1,1,Medium,83873.90000000001,0.3548387096774194,53.89032258064516,1,0,5,3,0,0,0,4,2,2
2025,11,74655,135027,104841,33,69,No,60372,0.5758434200305621,Medium,11.56020973394367,4,Nov,1,High,2,0,1,Medium,115325.1,0.4714285714285714,50.457142857142856,4,11,10,1,3,2,1,13,2,1
2025,8,63200,100570,81885,18,46,Yes,37370,0.4563717408505053,Medium,11.313083315058284,3,Aug,0,Medium,2,1,1,Low,73696.5,0.3829787234042553,44.83404255319148,3,9,7,0,4,3,1,7,1,3
2025,6,86131,158365,122248,17,77,No,72234,0.5908808324014228,Medium,11.71381522734456,2,Jun,1,Medium,3,0,0,Low,110023.2,0.2179487179487179,60.76410256410256,3,7,9,13,3,0,1,11,2,3
2025,8,53365,110373,81869,32,64,No,57008,0.6963319449279174,Medium,11.312887902370491,3,Aug,1,High,2,0,0,Low,73682.1,0.4923076923076923,47.41538461538461,3,2,1,13,3,1,0,1,2,3
2025,5,48840,86434,67637,20,70,No,37594,0.5558200393193693,Low,11.121925234272586,2,May,1,Medium,1,0,0,Low,60873.3,0.2816901408450704,46.436619718309856,2,1,0,6,3,3,0,12,2,0
2025,8,46421,84497,65459,40,80,Yes,38076,0.5816770803009261,Low,11.089194548055172,3,Aug,1,High,1,1,1,Low,58913.1,0.4938271604938271,60.01234567901235,3,1,0,0,4,0,2,12,2,3
2025,3,69979,136753,103366,64,90,Yes,66774,0.6459957819723507,Medium,11.546041041181436,1,Mar,1,High,2,1,1,Low,93029.4,0.7032967032967034,70.5934065934066,2,14,2,0,4,0,1,5,2,0
2025,6,42422,89350,65886,11,58,No,46928,0.7122605712789932,Low,11.09569643244182,2,Jun,0,Medium,1,0,1,Low,59297.4,0.1864406779661017,39.4271186440678,3,1,0,0,4,0,0,12,1,3
2025,12,87867,158649,123258,2,45,Yes,70782,0.5742588716304479,Medium,11.72204311155131,4,Dec,0,Low,3,1,0,Low,110932.2,0.0434782608695652,49.91304347826087,1,0,5,14,1,3,2,4,1,2
2025,5,71134,132956,102045,18,42,No,61822,0.6058307609328647,Medium,11.53317897099747,2,May,0,Medium,1,0,0,Low,91840.5,0.4186046511627907,29.362790697674416,2,10,8,13,3,3,0,10,1,0
2025,11,90075,136729,113402,30,71,No,46654,0.4114036789438334,Medium,11.638703124952317,4,Nov,1,High,2,0,1,Medium,124742.2,0.4166666666666667,51.766666666666666,4,8,4,1,3,1,2,2,2,1
2025,12,54210,114372,84291,59,95,No,60162,0.7137416805980029,Medium,11.342042240317102,4,Dec,1,High,2,0,1,Medium,92720.1,0.6145833333333334,65.77083333333333,1,0,5,1,3,3,2,4,2,2
2025,10,61300,95938,78619,9,50,Yes,34638,0.4405805212424404,Medium,11.27238139897585,4,Oct,0,Medium,1,1,1,Medium,86480.90000000001,0.1764705882352941,42.64705882352941,4,8,4,1,3,1,2,2,1,1
2025,1,75580,153446,114513,25,80,Yes,77866,0.6799751993164097,Medium,11.648452365244331,1,Jan,1,High,2,1,1,Medium,125964.3,0.3086419753086419,65.38271604938272,1,8,4,3,0,3,2,2,2,2
2025,7,84950,154356,119653,30,86,Yes,69406,0.5800606754483376,Medium,11.692359523617672,3,Jul,1,High,2,1,0,Low,107687.7,0.3448275862068966,68.9103448275862,3,10,8,14,1,3,1,10,2,3
2025,6,56419,77073,66746,27,56,Yes,20654,0.3094417642958463,Low,11.108664631432267,2,Jun,0,High,1,1,1,Medium,73420.6,0.4736842105263157,45.65263157894737,3,7,9,1,3,1,2,11,1,3
2025,9,59973,106551,83262,28,76,No,46578,0.5594148591126875,Medium,11.329759551807742,3,Sep,1,High,2,0,0,Low,74935.8,0.3636363636363636,54.87272727272728,4,11,10,9,1,0,0,13,2,1
2025,11,39592,72316,55954,23,61,Yes,32724,0.5848375451159017,Low,10.932303075252127,4,Nov,1,High,1,1,0,Low,50358.6,0.3709677419354839,48.85806451612903,4,0,5,2,3,0,2,4,2,1
2025,8,48428,63126,55777,31,63,No,14698,0.2635136346475516,Low,10.929134805393454,3,Aug,1,High,1,0,0,Low,50199.3,0.484375,41.83125,3,0,5,6,3,0,0,4,2,3
2025,4,53787,84739,69263,43,85,Yes,30952,0.4468763986479524,Low,11.145680569681762,2,Apr,1,High,1,1,1,Medium,76189.3,0.5,63.0,2,8,4,10,7,4,1,2,2,0
2025,3,60266,126350,93308,29,71,No,66084,0.7082350923746278,Medium,11.443671845205683,1,Mar,1,High,2,0,0,Low,83977.2,0.4027777777777778,51.79444444444445,2,8,4,14,1,1,2,2,2,0
2025,2,77055,152855,114955,13,70,Yes,75800,0.6593884563467497,Medium,11.652304725436352,1,Feb,1,Medium,2,1,1,Medium,126450.5,0.1830985915492957,59.63380281690141,1,7,9,10,7,0,0,11,2,2
2025,1,81525,141411,111468,14,48,Yes,59886,0.5372483582684067,Medium,11.621501804319836,1,Jan,0,Medium,2,1,0,Low,100321.2,0.2857142857142857,46.22857142857143,1,5,8,13,3,0,2,0,1,2
2025,4,64706,97082,80894,32,69,Yes,32376,0.4002274581501691,Medium,11.300907296439435,2,Apr,1,High,1,1,1,Medium,88983.40000000001,0.4571428571428571,53.48571428571429,2,1,0,10,7,3,0,12,2,0
2025,11,44593,98173,71383,23,69,Yes,53580,0.7505988820762564,Medium,11.175829033579989,4,Nov,1,High,1,1,0,Low,64244.7,0.3285714285714285,53.74285714285714,4,12,8,7,5,3,2,8,2,1
2025,2,56007,71501,63754,40,69,No,15494,0.2430278884424031,Low,11.06280289131764,1,Feb,1,High,1,0,0,Low,57378.6,0.5714285714285714,45.25714285714285,1,11,10,9,1,0,1,13,2,2
2025,5,61902,133798,97850,12,55,No,71896,0.734757281545889,Medium,11.491201192496067,2,May,0,Medium,2,0,0,Low,88065.0,0.2142857142857142,42.57142857142857,2,14,2,9,1,3,2,5,1,0
2025,8,55978,107614,81796,48,92,Yes,51636,0.6312778130882772,Medium,11.311995847101674,3,Aug,1,High,2,1,0,Low,73616.40000000001,0.5161290322580645,72.16774193548386,3,6,6,9,1,1,1,6,2,3
2025,4,74089,121503,97796,21,53,Yes,47414,0.4848255552324755,Medium,11.4906491807058,2,Apr,0,High,2,1,0,Low,88016.40000000001,0.3888888888888889,49.02222222222222,2,8,4,4,2,0,2,2,1,0
2025,3,65612,126420,96016,4,51,Yes,60808,0.6333111148076018,Medium,11.472280538105904,1,Mar,0,Low,2,1,0,Low,86414.40000000001,0.0769230769230769,48.44615384615384,2,1,0,11,3,0,2,12,1,0
2025,4,39378,77800,58589,41,56,Yes,38422,0.6557886292536861,Low,10.978319312538837,2,Apr,0,High,1,1,0,Low,52730.1,0.7192982456140351,45.16140350877193,2,9,7,13,3,0,2,7,1,0
2025,8,76830,115090,95960,33,87,Yes,38260,0.3987077949103928,Medium,11.471697137908086,3,Aug,1,High,2,1,1,High,119950.0,0.375,69.44999999999999,3,0,5,12,1,1,2,4,2,3
2025,5,73954,114064,94009,50,71,No,40110,0.4266612771072274,Medium,11.451156438572596,2,May,1,High,2,0,1,Low,84608.1,0.6944444444444444,51.21111111111112,2,14,2,0,4,1,1,5,2,0
2025,12,65172,96420,80796,46,79,No,31248,0.3867518193922131,Medium,11.299695115107028,4,Dec,1,High,2,0,0,Low,72716.40000000001,0.575,56.25,1,9,7,13,3,3,1,7,2,2
2025,3,62140,126748,94444,29,77,Yes,64608,0.6840879251124043,Medium,11.45577293346592,1,Mar,1,High,2,1,1,Low,84999.6,0.3717948717948718,63.45641025641024,2,14,2,0,4,0,1,5,2,0
2025,4,56814,75262,66038,16,54,Yes,18448,0.2793543111499538,Low,11.09800075558144,2,Apr,0,Medium,1,1,1,Medium,72641.8,0.2909090909090909,44.81818181818182,2,9,7,10,7,3,2,7,1,0
2025,9,37504,75434,56469,27,66,No,37930,0.6716959747707292,Low,10.941464802666882,3,Sep,1,High,1,0,0,Low,50822.1,0.4029850746268656,43.79402985074627,4,2,1,4,2,0,1,1,2,1
2025,6,57582,78970,68276,28,54,No,21388,0.3132579530096482,Low,11.131328239212024,2,Jun,0,High,2,0,0,Low,61448.4,0.509090909090909,41.38181818181818,3,3,11,5,6,0,1,3,1,3
2025,2,81007,136219,108613,40,84,Yes,55212,0.5083369394040461,Medium,11.595555591617178,1,Feb,1,High,1,1,1,Medium,119474.3,0.4705882352941176,62.45882352941177,1,10,8,10,7,2,1,10,2,2
2025,9,59932,139196,99564,38,94,Yes,79264,0.796111044144509,Medium,11.508565976192775,3,Sep,1,High,2,1,1,Medium,109520.4,0.4,73.60000000000001,4,6,6,10,7,3,2,6,2,1
2025,8,60421,126709,93565,8,41,No,66288,0.7084700475529475,Medium,11.446422348611948,3,Aug,0,Medium,2,0,0,Low,84208.5,0.1904761904761904,34.219047619047615,3,8,4,14,1,0,1,2,1,3
2025,10,46372,100528,73450,48,95,Yes,54156,0.7373179033255641,Medium,11.204373796213224,4,Oct,1,High,2,1,0,Low,66105.0,0.5,74.0,4,13,3,2,3,0,1,14,2,1
2025,12,71036,105384,88210,11,47,Yes,34348,0.3893889581635938,Medium,11.387486950771708,4,Dec,0,Medium,2,1,0,Low,79389.0,0.2291666666666666,45.74166666666667,1,2,1,6,3,2,2,1,1,2
2025,4,35000,79288,56966,21,49,No,44288,0.7774461959628999,Low,10.950227431793524,2,Apr,0,High,1,0,0,Low,51269.4,0.42,33.559999999999995,2,6,6,4,2,0,2,6,1,0
2025,10,35000,74425,54372,58,86,Yes,39425,0.7250974766290536,Low,10.90362298610533,4,Oct,1,High,2,1,0,Low,48934.8,0.6666666666666666,68.26666666666667,4,3,11,6,3,2,1,3,2,1
2025,5,35000,59617,45679,37,79,No,24617,0.538912848343026,Low,10.72941584432989,2,May,1,High,1,0,0,Low,41111.1,0.4625,51.475,2,3,11,7,5,3,2,3,2,0
2025,6,63368,139354,101361,4,43,Yes,75986,0.749657165963737,Medium,11.52645354644992,2,Jun,0,Low,2,1,0,Low,91224.9,0.0909090909090909,43.61818181818182,3,14,2,6,3,3,2,5,1,3
2025,5,43969,88377,66173,16,72,Yes,44408,0.6710894171237349,Low,11.100042915534202,2,May,1,Medium,1,1,1,Low,59555.7,0.2191780821917808,55.76164383561643,2,7,9,0,4,2,0,11,2,0
2025,9,71655,115303,93479,19,54,No,43648,0.4669284010262526,Medium,11.445502788652794,3,Sep,0,Medium,2,0,1,Medium,102826.9,0.3454545454545454,41.70909090909091,4,9,7,3,0,0,0,7,1,1
2025,8,65741,90483,78112,46,75,No,24742,0.3167503072470715,Medium,11.265911775241014,3,Aug,1,High,1,0,1,Medium,85923.20000000001,0.6052631578947368,48.78947368421053,3,12,8,3,0,0,2,8,2,3
2025,2,64897,110657,87777,5,79,Yes,45760,0.521321074990928,Medium,11.38256617874935,1,Feb,1,Low,3,1,0,Low,78999.3,0.0625,70.275,1,3,11,7,5,0,2,3,2,2
2025,5,55600,95604,75602,41,72,No,40004,0.5291394407485366,Medium,11.233251243919977,2,May,1,High,1,0,0,Low,68041.8,0.5616438356164384,47.07671232876712,2,4,8,11,3,0,0,9,2,0
2025,3,35330,74802,55066,40,53,Yes,39472,0.7168125521970579,Low,10.916305904651349,1,Mar,0,High,1,1,0,Low,49559.4,0.7407407407407407,43.31851851851852,2,9,7,4,2,0,1,7,1,0
2025,4,71968,107314,89641,13,62,No,35346,0.3943061768566359,Medium,11.40357923913406,2,Apr,1,Medium,2,0,1,Low,80676.90000000001,0.2063492063492063,46.78730158730159,2,9,7,0,4,0,2,7,2,0
2025,5,37732,80472,59102,48,81,Yes,42740,0.723156576753356,Low,10.987036963527192,2,May,1,High,1,1,0,Low,53191.8,0.5853658536585366,60.42926829268293,2,11,10,4,2,4,2,13,2,0
2025,8,75842,97170,86506,12,74,No,21328,0.2465493722950252,Medium,11.367980614501224,3,Aug,1,Medium,1,0,0,Low,77855.40000000001,0.16,49.08,3,4,8,5,6,3,0,9,2,3
2025,10,43954,73104,58529,6,44,No,29150,0.4980437048215749,Low,10.977294722285269,4,Oct,0,Medium,1,0,0,Low,52676.1,0.1333333333333333,31.133333333333333,4,9,7,14,1,3,2,7,1,1
2025,7,45658,79670,62664,35,57,No,34012,0.5427677773435662,Low,11.045558357045625,3,Jul,0,High,2,0,1,Medium,68930.40000000001,0.603448275862069,42.99310344827586,3,3,11,1,3,0,1,3,1,3
2025,10,63647,134307,98977,19,71,Yes,70660,0.7139032300361307,Medium,11.502652882199488,4,Oct,1,Medium,2,1,1,Medium,108874.7,0.2638888888888889,60.07222222222222,4,7,9,1,3,0,0,11,2,1
2025,7,39249,53079,46164,32,59,No,13830,0.2995840914933804,Low,10.739977214206728,3,Jul,0,High,1,0,0,Low,41547.6,0.5333333333333333,39.33333333333333,3,3,11,13,3,3,0,3,1,3
2025,4,58614,135736,97175,57,92,Yes,77122,0.7936403395853497,Medium,11.484279046380106,2,Apr,1,High,2,1,1,Low,87457.5,0.6129032258064516,71.97419354838709,2,2,1,0,4,0,0,1,2,0
2025,5,84582,149922,117252,17,66,No,65340,0.5572612833848697,Medium,11.672089272335144,2,May,1,Medium,2,0,1,Medium,128977.2,0.2537313432835821,49.09253731343284,2,11,10,1,3,0,0,13,2,0
2025,6,69181,149063,109122,23,65,Yes,79882,0.7320430343951537,Medium,11.600230965367992,2,Jun,1,High,2,1,1,Medium,120034.2,0.3484848484848485,56.30303030303031,3,1,0,3,0,0,2,12,2,3
2025,6,59234,119346,89290,51,71,Yes,60112,0.673222085332364,Medium,11.399655977910976,2,Jun,1,High,1,1,1,Low,80361.0,0.7083333333333334,54.18333333333334,3,10,8,0,4,0,0,10,2,3
2025,10,68817,98267,83542,45,95,No,29450,0.3525172966848709,Medium,11.33311674834725,4,Oct,1,High,2,0,0,Low,75187.8,0.46875,66.0625,4,13,3,4,2,0,0,14,2,1
2025,1,45822,63110,54466,22,72,Yes,17288,0.3174090258084417,Low,10.905350292672242,1,Jan,1,High,2,1,0,Low,49019.4,0.3013698630136986,60.5972602739726,1,3,11,7,5,0,1,3,2,2
2025,8,35000,51077,43001,45,78,No,16077,0.3738750261534877,Low,10.669001905221974,3,Aug,1,High,1,0,1,Low,38700.9,0.569620253164557,50.66075949367088,3,3,11,0,4,0,1,3,2,3
2025,12,87897,144287,116092,47,95,Yes,56390,0.4857354511896967,Medium,11.662146873017305,4,Dec,1,High,2,1,1,Medium,127701.2,0.4895833333333333,74.02083333333333,1,9,7,10,7,3,2,7,2,2
2025,12,68248,107870,88059,35,82,No,39622,0.4499483300917573,Medium,11.385773679309745,4,Dec,1,High,2,0,1,Low,79253.1,0.4216867469879518,58.35662650602409,1,8,4,0,4,0,0,2,2,2
2025,6,82331,115601,98966,27,94,Yes,33270,0.3361760604618134,Medium,11.50254174021549,2,Jun,1,High,2,1,0,Low,89069.40000000001,0.2842105263157894,73.83157894736843,3,14,2,9,1,1,2,5,2,3
2025,4,58857,86829,72843,17,66,Yes,27972,0.3840039537033894,Medium,11.19607544721571,2,Apr,1,Medium,2,1,1,Medium,80127.3,0.2537313432835821,57.09253731343284,2,3,11,10,7,3,2,3,2,0
2025,9,69554,108556,89055,36,64,No,39002,0.4379540733205552,Medium,11.397020664325616,3,Sep,1,High,1,0,0,Low,80149.5,0.5538461538461539,42.29230769230769,4,10,8,2,3,0,0,10,2,1
2025,6,67533,121445,94489,20,64,Yes,53912,0.5705637693216082,Medium,11.456249287776672,2,Jun,1,Medium,2,1,0,Low,85040.1,0.3076923076923077,55.784615384615385,3,1,0,6,3,3,2,12,2,3
